위도,경도,단속건수
36.83734336,127.1170786,52
36.7800394,127.1603989,52
36.83525982,127.1204146,52
36.80610798,127.1502456,52
36.79772697,127.1335859,52
36.90365628,127.1359077,52
36.80560245,127.1083062,52
36.79963253,127.153047,52
36.76387389,127.1582687,52
36.82254147,127.1416201,52
36.82088519,127.1358583,52
36.83540346,127.122264,52
36.82131207,127.1590229,51
36.82961238,127.1554604,51
36.77905646,127.1451741,51
36.82427495,127.1206001,50
36.84267491,127.105347,50
36.83619472,127.1418939,50
36.77806605,127.2142507,50
36.82439978,127.119233,49
36.81824554,127.1553196,49
36.83223391,127.1531532,49
36.82171053,127.1609745,49
36.79632999,127.1577819,49
36.81121346,127.1386952,49
36.81707242,127.1507434,49
36.78284509,127.1614132,49
36.79278967,127.1534608,49
36.83379679,127.1358006,49
36.81106381,127.143911,49
36.80288771,127.1586178,48
36.81695713,127.1602813,48
36.79885005,127.1396825,48
36.80877412,127.1505085,48
36.79984896,127.1104353,48
36.82911083,127.1278528,48
36.80208197,127.139846,47
36.82115441,127.1423604,47
36.81655849,127.1072329,47
36.82215796,127.1592825,47
36.78277873,127.1571339,46
36.83981339,127.1301584,46
36.84108747,127.1294095,46
36.80883413,127.1360826,46
36.80546882,127.1583686,46
36.80065937,127.1037835,46
36.81057506,127.119307,45
36.79740854,127.1205751,45
36.8290312,127.1415824,45
36.83166675,127.1425713,45
36.83159341,127.1443529,45
36.81133638,127.1020041,45
36.80549421,127.1054124,44
36.81548315,127.140342,44
36.81138936,127.1406893,44
36.77225948,127.1281973,44
36.82573249,127.1139269,44
36.78718907,127.1299363,44
36.83333329,127.1388931,44
36.82829472,127.1353166,44
36.82947649,127.1460875,44
36.81086986,127.129762,43
36.82269422,127.1557336,43
36.82226429,127.1584022,43
36.80999791,127.1439681,43
36.82235399,127.125621,43
36.799347,127.1085179,43
36.81687382,127.1066012,43
36.80528124,127.1350442,43
36.81775089,127.1584838,43
36.83973646,127.1287277,42
36.81636846,127.1389912,42
36.82146314,127.1452599,42
36.8280342,127.1046064,42
36.81986252,127.1094865,42
36.79820966,127.1299614,41
36.80563189,127.1404675,41
36.77111913,127.131074,41
36.82315875,127.1554526,41
36.82766981,127.143014,41
36.80863403,127.1130753,41
36.77463883,127.1294832,41
36.83108136,127.1215075,41
36.8018921,127.1409208,41
36.84382553,127.1080616,41
36.81556181,127.1123669,41
36.82153728,127.1411571,41
36.83776073,127.1413848,41
36.810226,127.1482052,41
36.82409024,127.1339698,40
36.8002242,127.1382591,40
36.80730148,127.118791,40
36.81976108,127.1077835,40
36.80858781,127.1450385,40
36.82381726,127.1110884,40
36.83787557,127.119234,40
36.77789732,127.1497125,40
36.80084625,127.1384764,39
36.76481999,127.1582518,39
36.80885975,127.1585364,39
36.81714073,127.1395904,38
36.81719713,127.153351,38
36.83580904,127.1400822,38
36.81689301,127.1599164,38
36.81907086,127.1537286,38
36.79943686,127.1021883,38
36.84061827,127.1208411,38
36.84628314,127.1538502,38
36.81380515,127.1076282,38
36.7965674,127.1553401,38
36.79983026,127.1253881,38
36.80834204,127.1492186,38
36.80276044,127.1395971,38
36.78767651,127.1214647,37
36.81766161,127.1538007,37
36.81699259,127.1072901,37
36.82545291,127.1340317,37
36.76566838,127.1582616,37
36.80575033,127.1345136,36
36.82940649,127.1416797,36
36.83343687,127.1393197,36
36.80640628,127.1489999,36
36.82703126,127.1558673,36
36.8289939,127.1422588,36
36.79794489,127.1003932,36
36.84041206,127.102248,36
36.823667,127.1434636,36
36.83287242,127.1435581,36
36.78762659,127.1204971,35
36.80346468,127.1417093,35
36.82402345,127.1405441,35
36.79430145,127.1146139,35
36.80825455,127.1613612,35
36.81620203,127.1608604,35
36.73849791,127.2551828,35
36.81809411,127.1444897,35
36.81138512,127.1444537,34
36.82902494,127.1418476,34
36.79229163,127.1221993,34
36.79303233,127.098736,34
36.79065193,127.1490229,34
36.81098867,127.1441942,34
36.77544416,127.1381366,34
36.8262123,127.1412561,34
36.81646668,127.1379827,34
36.79687435,127.1227885,34
36.83354477,127.1414192,34
36.78247783,127.1554983,34
36.76550821,127.1662842,34
36.83760703,127.1202277,33
36.83068011,127.1405424,33
36.81199184,127.1585924,33
36.80478311,127.1352722,33
36.83659071,127.1058761,33
36.83004305,127.129242,33
36.80054513,127.1460643,33
36.80204243,127.1040622,33
36.82996891,127.1543165,33
36.82401412,127.1054855,32
36.82177336,127.1387206,32
36.83735867,127.1370666,32
36.82204769,127.1575011,32
36.82783544,127.1462673,32
36.78320439,127.1619211,32
36.87875543,127.1733681,31
36.86630541,127.1186022,31
36.77742451,127.1526192,31
36.83196093,127.1389464,31
36.79927614,127.1088575,31
36.82538531,127.1425714,31
36.8053081,127.1395646,31
36.83381938,127.1112796,31
36.82168223,127.1563201,30
36.81810834,127.1184049,30
36.81143216,127.1401546,30
36.80174976,127.1590429,30
36.82039753,127.1211737,30
36.83507902,127.1487833,30
36.80691569,127.1399431,30
36.82436928,127.1106061,30
36.80479815,127.1329696,30
36.83358214,127.1361919,30
36.83912129,127.1137807,30
36.80077671,127.1317983,30
36.78948923,127.1359229,30
36.81030099,127.1338316,29
36.83947534,127.1299525,29
36.82202549,127.1592845,29
36.8015272,127.1200101,29
36.82294981,127.1245943,29
36.79897927,127.121024,29
36.84150053,127.1210239,29
36.83137326,127.1526582,29
36.82674109,127.1221137,28
36.81232081,127.1468225,28
36.80662342,127.1135123,28
36.82118225,127.1586003,28
36.74147198,127.2505934,28
36.87964825,127.1582473,28
36.78714381,127.1205461,28
36.79463244,127.1636723,28
36.79446387,127.1158719,28
36.84033559,127.1216343,28
36.81830439,127.1585889,28
36.7974024,127.1530268,28
36.83101185,127.1149209,28
36.84045241,127.1315037,28
36.81721405,127.1591306,27
36.76979665,127.1369196,27
36.91401124,127.1275191,27
36.83636278,127.1469363,27
36.84036837,127.1020151,27
36.78597268,127.1581258,27
36.83201961,127.1374591,27
36.79451604,127.1149575,27
36.78242196,127.1568731,27
36.77564227,127.1331204,27
36.77540222,127.1366105,27
36.79821036,127.1371247,27
36.82010518,127.1430163,27
36.80410975,127.1489659,27
36.81743531,127.1393528,27
36.83981525,127.1356631,27
36.83219184,127.1537701,27
36.85531507,127.1232478,26
36.80736908,127.1431628,26
36.79194839,127.1146871,26
36.81786064,127.1363921,26
36.82206413,127.1253419,26
36.79445919,127.1609399,26
36.77860625,127.1472428,26
36.78197896,127.1481696,26
36.81534255,127.1574913,26
36.79856749,127.1186669,26
36.81067951,127.1416352,26
36.83263586,127.130355,26
36.78917534,127.1242556,26
36.83450565,127.1380196,26
36.86359772,127.1208109,26
36.83192577,127.1421597,26
36.81054843,127.1065511,26
36.81050752,127.14116,26
36.81970463,127.1102842,26
36.78971487,127.1221301,26
36.78760566,127.1197997,25
36.79179817,127.1272799,25
36.81021937,127.1417415,25
36.83912119,127.1164911,25
36.78528533,127.1488886,25
36.81783606,127.1360596,25
36.81751154,127.1405817,25
36.81933021,127.1578465,25
36.793471,127.1288601,25
36.79221889,127.1264401,25
36.81665864,127.1389727,25
36.88001621,127.1544445,25
36.8008076,127.1036852,25
36.79883906,127.0995345,25
36.80157037,127.1349646,24
36.87924352,127.156511,24
36.83180026,127.1470377,24
36.8027083,127.1408626,24
36.78878458,127.1494327,24
36.8125731,127.1302145,24
36.87966969,127.1589289,24
36.83963271,127.1214785,24
36.81661697,127.10783,24
36.82896699,127.1426836,23
36.81672732,127.1042313,23
36.75902678,127.1772495,23
36.79246076,127.1194525,23
36.82209226,127.1608906,23
36.83077451,127.1211704,23
36.86253734,127.122356,23
36.78535504,127.1585416,23
36.77326376,127.1327243,23
36.8105188,127.1031557,23
36.79779405,127.1544636,23
36.83425774,127.135612,23
36.83059509,127.1402043,23
36.81009159,127.1334132,23
36.81664789,127.1593278,23
36.82626357,127.1428419,23
36.78090445,127.1381527,23
36.82840098,127.1514449,23
36.84214812,127.1367674,22
36.87785175,127.1595751,22
36.83075859,127.1220265,22
36.81854839,127.1392505,22
36.81341643,127.1075116,22
36.82624244,127.1135453,22
36.82650219,127.1538141,22
36.80998363,127.1016861,22
36.79815064,127.1397348,22
36.79631386,127.1553862,22
36.81888628,127.1566515,22
36.80749818,127.1610759,22
36.79715338,127.15108,22
36.79784588,127.1378855,22
36.81301071,127.1611535,22
36.76301984,127.1585825,22
36.86338651,127.1191918,22
36.87138977,127.1436915,21
36.81326868,127.1082644,21
36.78689943,127.113579,21
36.81826552,127.1366208,21
36.8307706,127.1219077,21
36.79814372,127.1325543,21
36.83828466,127.1173501,21
36.79980751,127.1006828,21
36.77477809,127.1371713,21
36.77341776,127.1288723,21
36.81521846,127.1005098,21
36.8217531,127.1561502,21
36.80744942,127.162539,21
36.78466431,127.1553538,21
36.80293209,127.1106559,21
36.81737209,127.1396257,21
36.81046551,127.1069674,21
36.80214906,127.1140543,20
36.84104064,127.1242305,20
36.81417598,127.1629042,20
36.87326373,127.1491519,20
36.84029401,127.1302624,20
36.80043597,127.1029739,20
36.849988,127.1215991,20
36.79868298,127.108118,20
36.913161,127.1308802,20
36.81163219,127.1575925,20
36.82628945,127.140097,20
36.80383627,127.1408286,20
36.79046678,127.1246307,20
36.82701988,127.1252488,20
36.81888433,127.109134,20
36.80988098,127.1036924,20
36.83860536,127.1125012,20
36.77813076,127.1318477,20
36.83771643,127.143766,20
36.81164812,127.1014246,20
36.83702121,127.1376886,20
36.80812996,127.132527,20
36.7953434,127.0991841,20
36.88362466,127.2052935,20
36.84041145,127.1214744,20
36.8073287,127.1317875,20
36.80567697,127.1053937,20
36.84056034,127.121004,20
36.8181665,127.1528946,20
36.81334602,127.1495571,20
36.77681931,127.1517757,19
36.77992065,127.1561844,19
36.80563282,127.1408166,19
36.83064227,127.1219287,19
36.82041516,127.1096887,19
36.81981106,127.1356347,19
36.80256065,127.138989,19
36.80036047,127.1468152,19
36.81388307,127.1517054,19
36.84037106,127.1130007,19
36.79804937,127.1556869,19
36.79869188,127.1090213,19
36.82336485,127.1374415,19
36.8037876,127.1462105,19
36.84041365,127.1256002,19
36.81484358,127.141,19
36.83987456,127.1103977,19
36.82569678,127.1407135,19
36.80916232,127.1620262,19
36.80692646,127.1140791,19
36.81185274,127.1120943,19
36.82165968,127.1140954,19
36.83558044,127.1440647,18
36.81867813,127.1192951,18
36.81363577,127.1083873,18
36.79750264,127.1165751,18
36.79904767,127.1096804,18
36.81716337,127.1549246,18
36.80279761,127.1084459,18
36.72524512,127.1046603,18
36.7914516,127.1552733,18
36.79422754,127.1324247,18
36.83572792,127.1359059,18
36.84114502,127.1229798,18
36.81445291,127.1107304,18
36.83774673,127.1469094,18
36.86830314,127.1978162,18
36.80206539,127.1388474,18
36.81244562,127.1078596,18
36.80204033,127.1530222,18
36.84129315,127.1513423,18
36.80636688,127.1146248,18
36.82294578,127.157329,18
36.81033258,127.1410366,18
36.83353825,127.1371453,18
36.79030628,127.1209754,18
36.81230411,127.1074958,18
36.78034668,127.1506825,18
36.79183483,127.1314364,18
36.79832253,127.1258053,18
36.80414284,127.1162115,18
36.822211,127.1233713,18
36.83262329,127.1410518,17
36.76388858,127.297307,17
36.81134842,127.1333658,17
36.8165232,127.1375804,17
36.80638565,127.1351952,17
36.81486685,127.1107596,17
36.78421974,127.1573801,17
36.83176474,127.1463233,17
36.81035928,127.1534583,17
36.83239701,127.1434656,17
36.81294335,127.1008209,17
36.81612985,127.113047,17
36.83286968,127.1303688,17
36.86224302,127.1130078,17
36.83074475,127.139677,17
36.78020507,127.1611646,17
36.81084584,127.1069995,17
36.77104413,127.1336905,17
36.77392022,127.1339352,17
36.78306704,127.1638486,17
36.8151421,127.1338363,17
36.80431803,127.1495845,17
36.80974088,127.1056152,17
36.81329201,127.1341016,17
36.82671571,127.131789,17
36.81113983,127.1647035,17
36.83291291,127.1366499,17
36.82873002,127.1417601,17
36.80375173,127.1424287,16
36.83994472,127.1287168,16
36.83552941,127.1446051,16
36.79305481,127.1253753,16
36.83160844,127.1785498,16
36.77264937,127.2151905,16
36.78323268,127.1637712,16
36.80917505,127.1535917,16
36.81234658,127.102988,16
36.82844816,127.1292608,16
36.805656,127.1056734,16
36.81396093,127.1369985,16
36.8776627,127.150739,16
36.80468597,127.1150732,16
36.80490693,127.1300167,16
36.83309523,127.1406474,16
36.84006056,127.120678,16
36.81771991,127.1407816,16
36.78864032,127.1494956,16
36.83289062,127.1433376,16
36.79165078,127.118344,16
36.84677499,127.115487,16
36.78133514,127.1528517,16
36.84280761,127.1315277,16
36.80423937,127.1490064,16
36.83973291,127.1291695,15
36.8105446,127.1026017,15
36.83478685,127.1539036,15
36.83058561,127.1330024,15
36.81106206,127.1598874,15
36.81214136,127.1074125,15
36.83844078,127.1169319,15
36.88149483,127.1486517,15
36.84156089,127.1311529,15
36.82149642,127.1452345,15
36.78700547,127.1197629,15
36.7852702,127.1591128,15
36.79760476,127.1529789,15
36.82696591,127.1384087,15
36.84385084,127.1360723,15
36.8041052,127.1284495,15
36.80113214,127.1504544,15
36.83291498,127.1461194,15
36.81581085,127.1340484,15
36.80838002,127.1481084,15
36.834781,127.1431531,15
36.8174639,127.1628737,15
36.80648381,127.1419761,15
36.88498227,127.2065805,15
36.80414693,127.1086489,15
36.83084886,127.1550627,15
36.91142562,127.1291233,15
36.81726966,127.149538,15
36.82926701,127.1273288,15
36.81675699,127.1073498,15
36.81242308,127.1346447,15
36.82574501,127.1431876,15
36.83279591,127.1130844,15
36.81195472,127.1332556,15
36.82583135,127.1554485,15
36.78608174,127.1132226,15
36.83102832,127.1433944,15
36.83310848,127.1404133,15
36.88022745,127.1569715,15
36.78323569,127.1507264,15
36.81834016,127.1553135,15
36.80035337,127.1204035,15
36.88377457,127.2038419,15
36.83673601,127.1196113,15
36.84109115,127.1818657,15
36.80013029,127.1304581,15
36.83327139,127.1134965,15
36.74039689,127.2470884,14
36.83061075,127.1241694,14
36.8365784,127.1379219,14
36.83889806,127.1123859,14
36.8103147,127.1100938,14
36.83575261,127.1106078,14
36.84020636,127.1297474,14
36.78979455,127.12194,14
36.81642197,127.1385365,14
36.8551668,127.1181419,14
36.87884782,127.1478753,14
36.82270323,127.1238449,14
36.79742004,127.1314916,14
36.81264633,127.1012556,14
36.82289549,127.1387342,14
36.80414205,127.1183871,14
36.81596713,127.1411103,14
36.83224949,127.1471639,14
36.79023625,127.1584998,14
36.82958256,127.1435608,14
36.83589812,127.1203742,14
36.83372083,127.1114383,14
36.83027628,127.1181313,14
36.79040652,127.1158697,14
36.83384876,127.1305046,14
36.80956016,127.144179,14
36.79871231,127.1524879,14
36.78328945,127.1549569,14
36.78008486,127.1403322,14
36.83582187,127.1515869,14
36.83349682,127.1389103,14
36.81802812,127.1364236,14
36.83047269,127.1433271,14
36.85193726,127.117487,14
36.90281308,127.1353952,14
36.81461103,127.1610611,14
36.8376561,127.1509958,14
36.81656551,127.1373059,14
36.81954502,127.1302634,14
36.81961885,127.1094014,14
36.82176765,127.1321831,13
36.87998353,127.1559455,13
36.82843402,127.1450346,13
36.81616095,127.1414242,13
36.82794692,127.1293901,13
36.80793616,127.1402048,13
36.83641346,127.1585538,13
36.83218854,127.1295411,13
36.80907913,127.1467729,13
36.81420358,127.110334,13
36.86202341,127.1148932,13
36.83706167,127.1178141,13
36.79985896,127.1396633,13
36.80580689,127.1339023,13
36.78334983,127.1612579,13
36.86105386,127.1499685,13
36.81748082,127.1526308,13
36.82272742,127.1568021,13
36.80851138,127.105236,13
36.81642614,127.1382848,13
36.91208319,127.13155,13
36.80367608,127.1464015,13
36.78965415,127.1572592,13
36.83054487,127.1219117,13
36.84019515,127.1213344,13
36.83089537,127.1190134,13
36.82650419,127.1421457,13
36.8018421,127.1189699,13
36.8471744,127.1184626,13
36.79151567,127.1303526,13
36.7836213,127.1535951,13
36.80394028,127.1490144,13
36.80972647,127.1017805,13
36.77043812,127.2049315,13
36.79734485,127.1414978,13
36.78513083,127.1613669,13
36.83622316,127.1385688,13
36.80927789,127.1441385,13
36.80190089,127.1246497,13
36.81043075,127.1429665,13
36.8233074,127.1519904,13
36.81022247,127.1341785,13
36.81466861,127.1582415,13
36.81252877,127.1074817,13
36.77383236,127.1319188,13
36.8388811,127.1206756,13
36.83979767,127.1020514,13
36.7244295,127.1037471,13
36.81005573,127.1331688,13
36.79583519,127.1594702,12
36.72367988,127.1039303,12
36.81092313,127.111252,12
36.82755577,127.1104261,12
36.79195589,127.1187159,12
36.8304061,127.1442201,12
36.87617773,127.149278,12
36.77876666,127.1494021,12
36.79190108,127.131005,12
36.84992511,127.1226445,12
36.80050338,127.1069543,12
36.81052739,127.1410408,12
36.82860571,127.1382036,12
36.83808599,127.1364823,12
36.81033023,127.1041566,12
36.74071047,127.250237,12
36.72676044,127.0998442,12
36.72658995,127.1044663,12
36.79462053,127.1630271,12
36.8401394,127.1095095,12
36.78939495,127.1145448,12
36.88304705,127.2126209,12
36.76590621,127.1615289,12
36.73167831,127.1041747,12
36.83228947,127.1310101,12
36.80578917,127.1302149,12
36.87839078,127.1570772,12
36.7767423,127.1315403,12
36.81611724,127.1401331,12
36.82132312,127.101681,12
36.81083602,127.1440519,12
36.80071806,127.1062072,12
36.80138151,127.104522,12
36.81418433,127.1077361,12
36.78404203,127.1580614,12
36.82546937,127.1138387,12
36.81712775,127.109479,12
36.83337728,127.1470448,12
36.82701271,127.1401446,12
36.77245276,127.1327229,12
36.79797799,127.0991746,12
36.7980317,127.1407988,12
36.83167039,127.1374901,12
36.7568322,127.2253445,12
36.90114715,127.1322612,12
36.82756314,127.1447835,12
36.77750299,127.1537433,12
