위도,경도,단속건수
36.8278572982784,127.141230509706,7165
36.7773402128221,127.143004573542,6542
36.8385972094226,127.118027596969,3678
36.830484093184,127.117663150263,3065
36.8063409159124,127.106095662518,2738
36.814794858256604,127.10810615956696,2308
36.80293068422576,127.14979680259778,1986
36.8398270878098,127.129824470245,1955
36.8122419095297,127.106723999162,1839
36.78393428469682,127.1554452686956,1824
36.78606913007452,127.15673794425751,1768
36.8272102223137,127.139312778396,1762
36.8303319563123,127.13625709253,1736
36.83874651664568,127.11739665580242,1678
36.8317445186752,127.141665757941,1652
36.8323105294915,127.141720048647,1515
36.7844402100796,127.160303878509,1434
36.8185335209659,127.105646240244,1302
36.82381762176617,127.11108802638836,1259
36.81973607802637,127.15633919280238,1240
36.8223443721663,127.107090083349,1193
36.7853362650549,127.156797956466,1190
36.7727981193741,127.209601992999,1106
36.8100306482139,127.145350385317,1072
36.8278517230046,127.141220747409,1020
36.7830953982837,127.156094452986,1012
36.8598661393091,127.151298376306,948
36.8427719304848,127.152210937846,895
36.8097797855553,127.143639221005,888
36.81930057800866,127.1028335236128,880
36.82969114482775,127.1407726085814,877
36.8384452103302,127.122202265722,874
36.8069461144215,127.110340624859,852
36.8107249037557,127.109875139362,802
36.8176201797669,127.158790621243,775
36.8338170319897,127.134477612825,765
36.7833435412622,127.153690618783,761
36.7992819097909,127.164912080201,739
36.838635400320456,127.12813982292224,732
36.84185666009466,127.12407549591244,723
36.817531582936,127.159342867979,720
36.81730954960603,127.16028161403912,715
36.839973343095,127.114376487135,712
36.8341845212519,127.121308874916,696
36.79252570362066,127.15109302457138,675
36.8119316169431,127.139952910621,661
36.806738255973,127.119272994895,652
36.81912646944916,127.11009606450556,649
36.8191007470086,127.113305208572,620
36.8125053122023,127.131216293148,609
36.8288601273889,127.123516791514,603
36.8353498668594,127.114270839781,593
36.80744008688416,127.1445027766518,592
36.77510540076453,127.133746806511,579
36.8008876525931,127.128404104799,575
36.8141118304544,127.10809107797,562
36.818948269928,127.14515440726,545
36.8036935504667,127.111885935453,542
36.8041078035743,127.13409451551,539
36.8190835118097,127.156463394808,531
36.8150581499617,127.142948060558,529
36.8190510772912,127.102918594583,525
36.8216762274527,127.124375238032,523
36.821854728057,127.14409947161,517
36.8177851375676,127.159490327589,515
36.8141797344129,127.107737696368,510
36.8071919368579,127.114160289657,507
36.8422402494713,127.186400011139,497
36.8405589528792,127.129919095833,478
36.79819955732316,127.1590428599183,476
36.84042522522582,127.1270878454258,474
36.8318935215042,127.130357655168,472
36.793878535979886,127.12354766535633,472
36.8373966024536,127.114684978948,467
36.79734099434766,127.12490676669432,460
36.8106159365509,127.105013274179,455
36.8068091725208,127.105545300236,444
36.8157769718718,127.106011066471,432
36.7909280537633,127.132151983768,424
36.8099954760398,127.103004866895,417
36.8359287082793,127.135884294948,407
36.8339034322116,127.138803979823,406
36.8225440416768,127.159648042391,406
36.7896578017044,127.11994674489895,401
36.7965146571708,127.132257604151,389
36.8403315037501,127.121138084479,388
36.7930151308771,127.12263672377,381
36.8287869410994,127.143139495906,378
36.8187391907392,127.139219080702,369
36.8103414884906,127.105284773984,369
36.8053822761039,127.135023135879,368
36.8309236394097,127.121881474332,360
36.8168018898192,127.140297557794,353
36.8088341259079,127.136082606058,350
36.7837835865571,127.154570695543,346
36.7735534112013,127.21655783482,345
36.8112637015705,127.107681834612,343
36.7810584819037,127.155365524811,341
36.8036396922328,127.138018952222,322
36.8226586726586,127.16010973414,321
36.8287654731192,127.138671394663,320
